"337","Mata Hari","0","large","Brooks, H.","brooks-h","1981","A striking lilac lavender flower with a red purple eyezone, pearly white midribs and a large chartreuse throat.","22","5","t","d","e","5.00","1","8"
"338","Maude's Valentine","2018","large","Shooter","shooter","1992","A lavender pink blend with an intriguing triple ringed eyezone of magenta, lavender and grey blue.","32","5","d","d","m","6.00","1","6"
"339","Metaphor","0","large","Gates","gates","1983","Described in the States as a 'blue lavender, over here it is more mauve influenced but still very beautiful.","22","5","t","e","m","5.00","1","9"
"340","Midnight Magic","0","large","Kinnebrew","kinnebrew","1979","A very dark red with a green yellow throat. One of the nearest to black.","28","6","t","e","e,m","4.50","1","8"
"341","Midnight Rambler","0","large","Salter","salter","1993","Gently ruffled petals of a deep violet purple above a green yellow throat.","26","6","t","s","m","7.00","1","7"
"342","Mighty Shogun","0","large","Moldovan","moldovan","1989","A deep burgundy maroon flower with a small green yellow throat.","26","6","t","d","e,m","5.00","1","5"
"343","Milanese Mango","0","large","Kirchhoff, D.","kirchhoff-d","1987","This flower is a soft mango orange colour with a deeper halo, a yellow throat and a green heart.","29","5","t","e","e,m","5.50","1","8"
"344","Millie Schlumpf","0","large","Guidry","guidry","1981","A pretty, soft ,clear, light pink flower with a green throat. Good rebloom.","20","6","d","e","e,m","4.50","0","0"
"345","Ming Lo","0","large","Fischer","fischer","1967","Very pale cream yellow flowers with elongated petals. Not a 'Spider' or consistently an 'Unusual Form' but associates well with these groups. Very floriferous.","32","6","d","d","m,l","5.00","1","6"
"346","Ming Porcelain","0","large","Kirchhoff, D.","kirchhoff-d","1982","A creamy, peach pink blend with a texture like fine porcelain.","28","5","t","e","e","4.00","1","8"
"347","Mokan Butterfly","0","large","Lenington","lenington","1984","A near white flower enhanced by a narrow band of violet lavender around the large, lemon green throat. A tall and elegant daylily of distinction. ","35","6","t","d","e","6.50","1","4"
"348","Monica Marie","0","large","Gates","gates","1982","A very pretty, gently ruffled creamy white flower with a green throat. Registered as a tetraploid but actually a diploid.","24","5","d","e","e,m","5.00","1","8"
"349","Moon Snow","0","large","Munson, R.W.","munson-r-w","1983","Ruffled,rounded cream white with a cream throat. Good rebloom, so a valuable season extender.  ","24","5","t","s","e,m","5.00","1","8"
"350","Moonlit Caress","0","large","Salter","salter","1996","A lovely cream- white flower with a yellow ruffled edge and green heart.","26","6","t","s","m,l","6.50","1","7"
"351","Moonlit Masquerade","0","large","Salter","salter","1992","A renowned, award winning creamy white with a striking purple eyezone. Stout Medal winner 2004.","26","6","t","s","e,m","6.00","1","6"
"352","Move Over Moon","0","large","Brooks, B.","brooks-b","1993","A cool, light yellow flower with a green throat. Always seems larger than its registered size.","29","6","t","s","e,m","6.00","1","8"
"353","Mrs Lester","0","large",,,"0","A creamy yellow flower with overlapping and slightly ruffled petals. Well liked by visitors. ","30","6","d","d","m","2.50","1","5"
"354","Mumbo Jumbo","0","large","Guidry","guidry","1979","A large,opulent rose pink flower with a darker halo, white midribs and a green throat.","21","6","d","s","e","5.00","0","0"
"355","My Belle","0","large","Durio","durio","1973","A daylily that has stood the test of time and remains popular. The broad pale pink flowers make a fine display. Stout Medal winner 1984.","26","7","d","e","e","4.00","1","8"
"356","My Darling Clementine","0","large","Salter","salter","1988","A fine example of the full, round and ruffled form. The flower is a bright cream yellow and has a lime green heart.","21","5","t","e","e","5.00","1","8"
"357","My Happy Valentine","0","large","Koffler","koffler","1989","A light apricot and pink bicolour with a wine red eyezone and a green yellow throat.","20","5","d","d","e,m","4.50","1","5"
"358","Mystical Rainbow","0","large","Stamile","stamile","1996","A fabulous pink flower with a deeper pink eyezone and green throat.","25","6","t","d","e,m","6.50","1","8"
"359","Nagasaki","0","large","Kirchhoff, D.","kirchhoff-d","1978","A double flower of an ivory cream and lavender pink blend with greenish yellow halo.","19","5","d","e","e,m","5.00","1","5"
"360","Nanuq","0","large","Jinkerson","jinkerson","1986","A delightful near white with a yellow green throat. One of the nearest to white.","27","5","d","s","m,l","5.00","1","6"
"361","Navajo Princess","0","large","Hansen","hansen","1992","A pale pink flower with a bold rose eyezone and a dark green throat.","24","5","d","s","m,l","5.00","1","5"
"362","Neal Berrey","0","large","Sikes","sikes","1985","A well ruffled, light rose pink flower with a deeper edge and a green yellow throat. Stout Medal winner 1995. ","18","5","d","s","m","5.00","1","10"
"363","Night Raider","0","large","Webster","webster","1986","A full,slightly recurved, dark red flower with a green throat. An early to early mid bloom season here, not mid as registered.","29","6","t","d","e,m","4.50","1","6"
"364","Nile Crane","0","large","Munson, R.W.","munson-r-w","1978","A star shaped,lilac lavender flower with a large cream throat ","26","5","t","e","m","5.00","1","10"
"365","Nile Plum","0","large","Munson, R.W.","munson-r-w","1984","A silvery plum flower with a large,lighter, chalky eyezone and a yellow to green throat.","20","5","t","e","e,m","6.00","1","5"
"366","Nivia Guest","0","large","Munson, R.W.","munson-r-w","1984","A vibrant burgundy purple flower with a small yellow green throat. In warmer weather a chalky plum eyezone is visible. Scapes taller (32"") here than registered.","24","5","t","e","m","5.50","1","10"
"367","Nordic Night","0","large","Salter","salter","1991","A purple flower with a green throat edged in white which continues along the midribs. The petals also have a thin white edging.","24","5","t","s","e,m","6.00","1","3"
"368","Nosferatu","0","large","Hanson","hanson","1990","A fine, ruffled, deep royal purple flower with a chartreuse throat.","26","6","t","s","m","6.50","0","0"
"369","Nova","0","large","Lester","lester","1962","A fragrant, lemon yellow flower with slender petals and sepals. One of the best scented daylilies we have and is always popular.","22","6","d","d","e,m","4.50","1","7"
"370","Ocean Rain","0","large","Hanson","hanson","1984","An orchid lavender bitone with a lighter halo and a yellow green throat.","26","6","t","s","e,m","5.00","1","5"
"371","Old Tangiers","0","large","Millikan, B.","millikan-b","1985","A glowing reddish orange flower with yellow midribs and deeper shading around a yellow to green throat.","28","5","t","s","m,l","5.00","1","6"
"372","Olive Bailey Langdon","0","large","Munson, R.W.","munson-r-w","1974","A classic daylily that has remained popular over the years. The violet purple flowers are rounded and lightly ruffled. Usually reblooms towards the end of the season, so it is often one of the first and one of the last to bloom.","28","5","t","s","e,m","4.50","1","10"
"373","Omomuki","0","large","Stamile","stamile","1991","A very ruffled bright yellow flower with a greenish influence and a green throat.","26","5","t","d","e,m","6.00","1","8"
"374","Orange Dream","0","large","Durio, A.","durio-a","1983","A showy burnt orange self with a yellow green throat and of round and ruffled form.","28","6","t","e","e,m","4.00","1","6"
"375","Orange Empire","0","large","Brooks, B.","brooks-b","1994","This orange flower has a red- orange eyezone and yellow midribs. This tall daylily makes quite a statement.","34","6","t","s","m","6.00","1","4"
"376","Orange Velvet","0","large","Joiner","joiner","1988","An aptly named daylily, with its large soft orange flowers of velvety texture and round ruffled form.","30","7","d","s","m","5.50","1","6"
"377","Oriental Ruby","2018","large","Fischer","fischer","1968","Carmine red flower with a greenish throat. A heritage classic. ","34","6","d","d","m,l","3.50","1","10"
"378","Our Kirsten","0","large","Hansen","hansen","1991","A soft,diamond dusted, peachy pink flower with a leathery texture and a large green throat.","26","6","d","e","m","5.50","1","6"
"379","Outrageous","0","large","Stevens, D.","stevens-d","1978","A popular and eye catching daylily, the flower is burnt orange with a very large deep red eyezone.","22","5","t","d","m","5.00","1","10"
"380","Painted Pink","0","large","Harris","harris","1983","A beautiful,wide and lightly ruffled rose pink flower. In cooler weather there is a narrow rose red band around the green throat.","24","5","t","d","e,m","5.00","1","5"
"381","Paper Butterfly","0","large","Morss","morss","1983","A distinctive cream peach flower with an intriguing violet shaded eyezone pattern.","24","6","t","s","e","5.00","1","8"
"382","Parson's Robe ","0","large","Peck","peck","1988","A very dark red-purple flower with a green throat.","24","6","t","d","m","5.00","1","5"
"383","Party Queen","0","large","Peck","peck","1980","Round, ruffled and frilly,this sparkling flower is a melon apricot blend with a small apricot throat.","28","6","t","d","m","5.00","1","6"
"384","Passion for Red","0","large","Stamile","stamile","1994","A stunning scarlet red self with a green yellow throat.","27","7","t","s","e,m","6.50","1","3"
"385","Pastel Ballerina","0","large","Munson, R.W.","munson-r-w","1984","An unusual peachy pink flower with a seersucker texture. One of the few Munson diploids available.","18","6","d","e","e,m","4.00","1","5"
"386","Pat Mercer","0","large","Joiner","joiner","1982","Initially bright red- orange, these large flowers gradually become more orange, sometimes lasting into the second day. ","28","7","d","s","m","5.00","1","6"
"387","Peach Whisper","0","large","Stamile","stamile","1991","A lovely soft peach pink with lighter midribs and a yellow throat.","25","6","t","d","m","6.50","1","7"
"388","Pear Ornament","0","large","Spalding, W.","spalding-w","1986","A sumptuous, ruffled cream flower with a green throat and a heavy, waxy substance. Registered as evergreen but semi-evergreen to dormant here.","16","6","d","s","m","5.00","1","10"
"389","Pearl Jam","0","large","Shooter, E.","shooter-e","1995","A pretty flower of palest mauve with a purple eyezone and a yellow green throat.","26","5","d","d","m","5.00","1","8"
"390","Pearl Lewis","0","large","Peck","peck","1984","Arguably the finest daylily introduced by Virginia Peck, this is an exquisitely formed melon gold blend with an olive green throat.","24","6","t","d","m,l","5.00","1","8"
"391","Penelope Vestey","0","large","Coe","coe","1969","An older style pink flower of a flaring, trumpet shape. Raised in the UK and still popular here.","36","5","d","s","l","4.00","1","4"
"392","Persian Ruby","2018","large","Trimmer","trimmer","1998","A massive ruby red to purple flower with a large, star shaped, yellow green throat.","30","8","t","d","e,m","8.50","1","5"
"393","Pink Circle","0","large","Spalding, W.","spalding-w","1981","A pink flower with a circular deep pink eyezone. A rare beauty.","16","5","d","s","m","5.00","1","5"
"394","Pink Cotton Candy","0","large","Stamile","stamile","1991","A clear pale pink with a narrow red eyezone. Larger than most of the 'Candy' range but still from 'Siloam Virginia Henson' breeding.","23","5","t","d","m,l","6.00","1","6"
"395","Pink Damask","0","large","Stevens","stevens","1951","An old favourite of traditional open, flared, lily like form. Produces an abundance of mauve pink flowers.","36","5","d","d","m","2.50","1","6"
"396","Pink Flirt","0","large","DeKerlegand","dekerlegand","1987","A very ruffled, bright pink flower with a yellow green throat. This award winning daylily is highly regarded and always in demand.","20","6","d","s","e","6.00","1","4"
"397","Pink Monday","0","large","Sellers","sellers","1981","Soft pink flowers with lighter midribs and a green throat.","26","6","t","d","m","5.00","1","10"
"398","Pirate Treasure","0","large","Harris-Benz","harris-benz","1989","Pieces of eight! A massive bright gold flower with a green throat.","26","7","t","s","m,l","5.50","1","10"
"399","Pirate's Patch","0","large","Salter","salter","1991","A round and ruffled creamy white flower with a bold purple eyezone and matching edge.  ","28","6","t","e","e,m","6.00","1","8"
"400","Pony","0","large","Durio","durio","1972","An interesting bicolour, having lavender petals and cream sepals, with cream midribs and a green throat.","26","5","d","d","m","4.50","0","0"
"401","Porcelain Pleasure","0","large","Stamile","stamile","1983","An ivory white self with a green throat. Vigorous and floriferous and a parent of 'Arctic Snow'.","26","6","t","d","m,l","4.50","1","5"
"402","Prairie Blue Eyes","0","large","Marsh","marsh","1970","A star shaped lavender purple flower with a greenish yellow throat and a faint darker halo. One of our best sellers.","28","5","d","s","m","4.00","1","10"
"403","President Hadley","2018","large","Pettus","pettus","1981","Beautiful, ruffled cream melon flower with a yellow to green throat. ","26","7","t","d","m","6.00","1","8"
"404","Prince of Midnight","0","large","Salter","salter","1990","Almost an Unusual Form, this blackcurrent purple flower segments twist and curl and the large cream throat is adorned by a chalky watermark.","26","6","t","s","m","7.50","1","10"
"405","Princeton Eyeglow","0","large","Powell","powell","1988","An orange- cream flower with ruffled edges and a large mahogany red eyezone.","26","6","t","d","e,m","4.50","1","4"
"406","Prize Picotee Deluxe","2018","large","Klehm","klehm","1987","A cream-white flower with a purple eye and matching picotee edge. ","24","6","t","d","e,m","5.00","1","10"
"407","Prize Picotee Elite","0","large","Klehm","klehm","1987","A ruffled cream flower with a purple eyezone and a matching picotee edge which becomes more pronounced in hot weather.","25","5","t","d","e","5.00","1","6"
"408","Protocol","0","large","Moldovan","moldovan","1986","A lavender-purple blend with a vivid creamy throat that extends onto the petals.","26","6","t","d","m","4.50","1","6"
"409","Proud Mary","0","large","Salter","salter","1992","A beautiful medium pink flower with ruffled edges and a yellow green throat ","26","6","t","s","m","6.50","0","0"
"410","Ptarmigan","0","large","Stamile","stamile","1989","A ruffled near white with a green heart and partial gold wire edging. A cross of Arctic Snow x White Tie Affair, taking the best from both parents.","26","6","t","d","m,l","6.00","0","0"
"411","Pug Yarborough","2018","large","Carpenter, J.","carpenter-j","1990","A full and wide peach coloured flower with a narrow red eyezone around a large yellow green throat.","20","7","d","s","e","6.00","1","7"
"412","Pure and Simple","0","large","Salter","salter","1993","This sherbet orange beauty is a superb example of the round and ruffled form. A small olive green throat completes the picture. ","28","6","t","s","e,m","8.00","1","10"
"413","Pumpkin Kid","0","large","Spalding, W.M.","spalding-w-m","1987","This flower is a pumpkin orange colour with a narrow red eye around the green throat. We love this one.  ","18","6","d","e","m","5.50","1","6"
"414","Purple Avenger","2018","large","Shooter","shooter","1995","A purple reverse bitone with a silvery sheen on the petals. A darker eye surrounds the green throat and is pierced by lighter midribs.","30","6","d","d","m","6.00","1","6"
"415","Pursuit of Excellence","2018","large","Peck","peck","1984","A wide,full flowered near white from Virginia Peck's breeding program.","23","6","t","d","m","5.00","1","10"
"416","Pushamataha","0","large","Gates, L.","gates-l","1986","A bright red flower with a darker red eyezone and a yellow green throat.","24","5","t","e","e","5.50","1","5"
"417","Quality of Mercy","0","large","Carr","carr","1994","A creamy, near white flower with a ruffled gold wire edge and a green throat.","27","6","t","s","e,m","6.50","1","10"
"418","Queen of Spades","0","large","Lytton","lytton","2010","A very dark purple flower with an amber, yellow and green throat.","30","6","t","s","m","9.00","0","0"
"419","Quick Results","0","large","Brooks, B.","brooks-b","1987","Bright yellow flower with a green throat. Multiple branching with well placed blooms. Quick to establish as the name suggests.","33","6","t","s","e,m","5.00","1","7"
"420","Quietly Awesome","0","large","Peck","peck","1987","A near white flower with a pale green throat and contrasting black anthers.","24","6","t","d","m","5.50","1","7"
"421","Quietness.","0","large","Spalding, W.","spalding-w","1986","A large, ruffled, light cream pink flower with a green overcast and green throat. Registered as semi evergreen but is evergreen here.","19","7","d","e","e,m","5.50","1","10"
"422","Quinn Buck","0","large","Peck","peck","1976","Wide lavender pink blooms with ruffled edges and of triangular form. An old favourite and a good garden plant. ","26","7","t","d","m","4.50","1","10"
"423","Ra Hansen","0","large","Talbott","talbott","1986","A round and ruffled orchid lavender flower with a green- yellow throat. In America, it is claimed to have powder blue shading around the throat but we are not convinced. However, it is a most attractive colour.  ","28","5","d","e","e,m","5.50","0","0"
"424","Raging Tiger","0","large","Rasmussen","rasmussen","1987","A bold, wine red eyezone stands out from a base colour of burnt orange and yellow. Stunning in a clump. ","25","6","t","d","m","5.50","1","7"
"425","Real Wind","0","large","Wild","wild","1977","A large, pale orange flower with a prominent rose eyezone","27","6","t","d","m,l","4.50","0","0"
"426","Red Twister","0","large","Ferguson","ferguson","1980","A red bitone with a gold throat. The sepals have a cinnamon tone.","27","6","t","d","m","5.00","0","0"
"427","Red Volunteer","0","large","Oakes","oakes","1984","A large, clear, candle red flower with a yellow gold throat. Many awards.","30","7","t","d","m","5.50","1","4"
"428","Regal Finale","0","large","Stamile","stamile","1988","A striking, blackcurrant purple flower with a large chartreuse throat and green heart. Good late season bloom.","26","6","d","d","l","6.00","1","10"
"429","Renie's Delight","0","large","Kinnebrew, J.","kinnebrew-j","2004","A rose pink blend with a red halo and a yellow to green throat.","30","6","t","s","e","8.00","0","0"
"430","Richfield Wonder","0","large","Crochet","crochet","1998","A beautifully ruffled cream flower with a huge grape purple eyezone and a chartreuse throat. One of our absolute favourites.","16","6","d","d","e,m","8.50","1","10"
"431","Ricky Rose","0","large","Brooks, B.","brooks-b","1990","A rose pink flower with a deeper raspberry pink eyezone.","30","6","t","s","m","4.50","1","6"
"432","Riley Barron","0","large","Munson, R.W.","munson-r-w","1977","It has been said that this daylily defines the colour red! The bright, almost blood red blooms provide a vibrant splash of colour. ","30","6","t","s","m","4.50","1","7"
"433","Robespierre","0","large","Moldovan","moldovan","1990","A ruffled scarlet red flower with a small yellow green throat.","30","6","t","d","e,m","5.00","1","3"
"434","Rock Solid","2018","large","Stamile","stamile","2002","Creamy mauve with a bold plum eyezone and a large green throat. An outstanding award winner.","27","5","t","d","e,m","9.00","1","7"
"435","Rocket Booster","0","large","Santa Lucia","santa lucia","1997","A big, bright red flower with a widespread yellow throat. ","36","8","t","d","e,m","7.00","0","0"
"436","Roman Toga","0","large","Millikan, B.","millikan-b","1981","A near white self with a chartreuse throat. Sometimes triangular in form on hot days. A late season star.","22","5","d","s","m,l","5.50","1","6"
"437","Rose","0","large","Harris-Benz","harris-benz","1984","A wide, ruffled rose pink with a green throat.","26","6","t","d","m","5.00","1","6"
"438","Rose Emily ","0","large","Pierce","pierce","1982","A soft, rose pink of round and ruffled form with a circular lime green throat. ","18","5","d","s","m","4.00","1","5"
"439","Roses in Snow","2018","large","Hansen, D.","hansen-d","1999","A pretty red flower with a narrow ivory white edge and an emerald green throat.","24","6","t","s","m","6.00","1","7"
"440","Rosewood Snowflakes","0","large","Searle, C.","searle-c","2005","A round and ruffled near white out of 'Monica Marie and ' Gentle Shepherd'. A fine example of a British bred daylily.","27","5","d","d","m","8.00","1","7"
"441","Royal Diana","0","large","Reinke","reinke","1997","A regal,creamy white flower with a yellow to green throat.","30","6","d","s","m","5.50","1","8"
"442","Royal Heritage","0","large","Munson, R.W.","munson-r-w","1978","Violet plum with a chalky violet eyezone.","32","6","t","s","m","4.00","1","8"
"443","Royal Parade","0","large","Lytton","lytton","1999","A deep grape purple flower with a primrose yellow watermark above a yellow to green throat. Raised in the UK.","28","7","t","s","m","6.00","1","8"
"444","Royal Saracen","0","large","Munson, R.W.","munson-r-w","1986","Lavender purple flowers with a large chartreuse throat bordered by a chalky watermark halo.","26","6","t","e","e,m","5.00","1","8"
"445","Ruby Sentinel","0","large","Benz","benz","1991","A rich ruby red flower with a darker halo and a green throat.","36","5","t","d","m,l","6.00","1","9"
"446","Ruby Sullivan","0","large","Brown, E.C.","brown-e-c","1993","A clear light pink with a rose pink eyezone and a green throat.","24","5","d","s","m","5.50","0","0"
"447","Ruffled Apricot","0","large","Baker","baker","1974","A very large, showy, warm apricot self. Makes a wonderful clump and much admired in the garden. It may be an older hybrid, but it's a really good one. Stout Medal winner in 1982.","28","7","t","d","e,m","4.00","0","0"
"448","Ruffled Ivory","0","large","Brown, E.C.","brown-e-c","1982","Registered as 'near white', in our garden this flower is overlaid with a soft pink blush.","27","5","d","s","m","4.50","1","4"
"449","Ruffled Magic","0","large","Brown, E.C.","brown-e-c","1981","Although registered as yellow with pink undertone, in our garden the pink predominates. This is probably due to the different climate and the influence of the pod parent 'Martha Adams'. ","25","5","d","s","m","4.00","1","8"
"450","Russian Easter","0","large","Kirchhoff, D.","kirchhoff-d","1991","The base colour is yellow with a large mauve rose eyezone, a narrow matching edge and a green throat.","30","6","t","e","m","6.00","1","6"
"451","Russian Rhapsody","0","large","Munson, R.W.","munson-r-w","1973","This award winner has a violet purple flower with a darker band around a yellow throat.","30","6","t","s","m","4.00","1","6"
"452","Sabra Salina","0","large","Wilson, T.","wilson-t","1991","One of the most beautiful pinks we have seen. The ruffled flower is clear pale pink and has a soft gold halo around the small green throat.","22","6","d","d","e,m","5.50","1","6"
"453","Sacred Drummer","0","large","Salter","salter","1996","This pale pink flower has a violet- pink eye and a green throat. Produces masses of flowers. ","29","6","t","s","m","6.00","1","10"
"454","Saffron Glow","0","large","Peck","peck","1982","A bright, sunny, yellow gold flower with a green heart. Round and very ruffled.","27","6","t","d","m","4.50","1","8"
"455","Sallie Brown","0","large","Reinke","reinke","1994","An amber hued salmon pink blend with a green yellow throat. These big flowers sometimes produce extra petals and sepals.","28","7","d","d","m","5.50","1","5"
"456","Salmon Sheen","0","large","Taylor","taylor","1950","This older daylily is a strong grower and produces masses of rich salmon pink blooms. The petals are tapered and attractively pinched at the ends. Luxuriant foliage. Stout Medal winner 1959.","34","5","d","e","e,m","2.50","0","0"
"457","Sandra Elizabeth","2018","large","Stevens","stevens","1983","Bright mid yellow flowers on this very late blooming daylily. One of the last to flower, ending the season on a cheerful note.","28","6","t","d","l","5.50","1","10"
"458","Santa's Little Helper","0","large","Trimmer","trimmer","2007","A very ruffled dark red with a black red eyezone and a green throat.","29","5","t","e","e,m","8.00","0","0"
"459","Sariah","0","large","Gage-Robertson","gage-robertson","1982","A pretty, pale melon pink flower with a green throat which radiates out onto the petals. One of Jan's favourites.","19","5","d","s","e,m","5.00","1","9"
"460","Scarlet Oak","0","large","Griesbach-Klehm","griesbach-klehm","1979","Bright scarlet flowers on tall, sturdy scapes. A great performer for the second half of the season. ","36","6","t","d","m,l","4.50","0","0"
"461","Scarlet Orbit","0","large","Gates","gates","1985","A very popular bright scarlet red with a darker halo and a yellow green throat.","22","6","t","s","e","5.00","1","3"
"462","Scarlock","0","large","Peck","peck","1974","A highly regarded daylily classic, this large red flower has a yellow green throat.","36","7","t","d","m,l","4.50","1","5"
"463","Sea Swept Dreams","0","large","Salter","salter","1996","An opulent, ruffled ivory cream flower with a green throat. Good rebloom here.","28","6","t","s","m","7.00","1","10"
"464","Sebastion","0","large","Williams, J.","williams-j","1978","A fine purple flower with a green throat.","20","6","d","e","e,m","4.00","1","10"
"465","Seductor","0","large","Gates","gates","1983","An apple red flower with a small green throat.","18","6","t","e","e,m","4.00","1","5"
"466","Self Determination","0","large","Hanson, C.","hanson-c","2004","A lavender purple blend with a thin white edge, a slate watermark eyezone and a green throat.","33","5","t","s","m,l","8.50","0","0"
"467","Seminole Blood","2018","large","Kirchhoff, D.","kirchhoff-d","1994","A well formed blood red flower with a gold throat.","31","6","t","e","e,m","5.50","1","10"
"468","Seminole Wind","0","large","Stamile","stamile","1993","A round, ruffled rich pink with a yellow throat and green heart.","23","7","t","s","e,m","6.50","1","10"
"469","Serena Lady","0","large","Marshall","marshall","1984","A broad pink flower with a gold edge, lighter midribs and a green throat.","24","5","t","d","m","5.00","1","6"
"470","Shady Lady","0","large","Owen","owen","1962","A very popular pale yellow flower with a prominent wine red eyezone. ","34","6","d","d","m","4.00","1","10"
"471","Shaman","0","large","Gates","gates","1985","A ruffled, canary yellow flower with a green throat.","20","6","t","e","e,m","4.50","1","10"
"472","Shelly Victoria","0","large","Reinke","reinke","1992","A pastel cream apricot flower with a wonderful chamois leather texture. Very distinctive and beautiful.","26","7","d","s","m","6.50","1","6"
"473","Sherry Lane Carr","0","large","Carr","carr","1993","A floral confection of creamy butter yellow with a ruffled gold edge and a green throat.","23","7","t","e","e,m","6.00","1","10"
"474","Silken Touch","2018","large","Stamile","stamile","1990","A silky smooth rose pink flower with a green throat.","23","6","t","d","e,m","6.00","1","8"
"475","Siloam Amazing Grace","0","large","Henry","henry","1989","An exquisitely formed, rounded, ruffled flower of light yellow with a strong green throat. ","24","6","d","d","e,m","5.00","1","10"
"476","Siloam Double Classic","0","large","Henry","henry","1985","Beautifully formed, bright pink double flowers. Although the first few blooms may be single, the colour and form are still delightful. Stout Medal winner 1993; a rare achievement for a double. ","16","5","d","d","e,m","5.00","1","8"
"477","Siloam Frosted Mint","0","large","Henry","henry","1980","Ruffled greenish yellow with a green throat.","26","6","d","d","e,m","4.50","1","7"
"478","Siloam Mama","0","large","Henry","henry","1982","A lightly ruffled, rounded yellow flower with a green throat.","24","6","d","d","e,m","4.50","1","9"
"479","Siloam Paul Watts","2018","large","Henry","henry","1988","A round and ruffled velvety red flower with a greenish yellow throat.","18","5","d","d","m","5.00","1","10"
"480","Siloam Spizz","0","large","Henry","henry","1986","A perfectly round and delightfully ruffled yellow flower with a green throat.","18","5","d","d","m","4.50","1","9"
"481","Silver Ice","0","large","Munson, R.W.","munson-r-w","1984","A broad,flat open flower of lilac pink with a chartreuse throat. Often reblooms.","25","5","t","s","e,m","5.00","1","8"
"482","Silver Lance","0","large","Shooter","shooter","1998","A very pretty shade of greyed lavender with a light purple eye and a yellow throat. The petals are edged in white.","24","5","d","s","m","6.00","1","5"
"483","Silver Veil","0","large","Munson, R.W.","munson-r-w","1977","A pale silvery lavender,with a huge creamy yellow throat. Quite narrow petals produce a star like form.","28","5","t","e","e,m","5.00","1","10"
"484","Sings the Blues","2018","large","Hansen","hansen","1990","Mauve pink with a subtle,shaded violet eyezone pattern and a green throat.","26","6","d","s","m,l","4.50","1","10"
"485","Sir Modred","2018","large","Webster","webster","1990","Black red flowers on a strong and vigorous plant. One of the darkest we grow.","24","6","t","d","m","6.00","1","6"
"486","Sister Grace","2018","large","Shooter, F.","shooter-f","1999",,"28","6","t","d","m","6.50","1","10"
"487","Smoking Gun","0","large","Peck","peck","1987","A fine near black flower with a green throat. Registered as dormant but is evergreen here.","25","5","t","e","m","7.50","0","0"
"488","Smoky Mountain Autumn","0","large","Guidry","guidry","1986","The flower is a rich blend of autumnal colours, best described as a coppery rose pink with an olive green throat.","18","6","d","d","e","6.00","1","10"
"489","Smoky Mountain Bell","0","large","Guidry","guidry","1992","A lovely, ruffled, mauve pink flower with a yellow green throat.","25","6","d","e","e","7.50","0","0"
"490","Smuggler's Gold","0","large","Branch","branch","1991","A distinctive yellow gold flower with a bronze overlay.","24","6","t","d","m","5.50","1","8"
"491","Snowy Morning","0","large","Lytton","lytton","2009","A lovely near white with a fine gold edge and a green throat.","28","6","t","d","m,l","10.50","1","8"
"492","So Excited","0","large","Hansen, R.","hansen-r","1986","Deep rose pink with a dark raspberry eyezone and a lime green throat. Reliable rebloomer.","26","5","d","e","e,m","5.00","0","0"
"493","Solomons Robes","0","large","Talbott","talbott","1991","A sumptuous purple flower with a green throat.","30","6","d","e","m","5.00","1","9"
"494","Sombrero Way","0","large","Recamp","recamp","1973","A light orange apricot blend with a deeper throat. Provides welcome blooms later in the season.","24","6","t","d","m,l","4.00","1","10"
"495","Someone Special","0","large","Sikes","sikes","1987","A delightful soft pink flower with a deeper rose halo around a yellow to green throat.","26","5","d","d","m","5.00","1","6"
"496","Southern Prize","0","large","Brown, E.W.","brown-e-w","1978","An intriguing rose and tan blend with a gold throat.","29","6","t","e","e","4.50","0","0"
"497","Southern Wind","2018","large","Stamile","stamile","2003","Gorgeous pastel lavender- pink with a yellow throat and a gold braided edge.","28","6","t","s","e,m","9.50","1","5"
"498","Sparkling Orange","0","large","Barth","barth","1983","Bright orange flowers that really do sparkle in the sunlight.","34","6","t","d","e,m","5.50","1","10"
"499","Spider Man","0","large","Durio","durio","1982","This large star shaped flower is bright red with a chartreuse throat.\r\nLooks wonderful growing with Alchemilla mollis.","24","7","t","d","e,m","5.50","1","4"
"500","Splendid Touch","0","large","Stamile","stamile","1994","A pink flower with a rose eyezone and a green throat. A multiple award winner.","26","6","t","e","e,m","6.50","1","5"
"501","Spode","0","large","Munson, R.W.","munson-r-w","1984","A pastel pink flower of heavy substance. A lighter halo surrounds the chartreuse throat.","32","5","t","e","m,l","6.00","0","0"
"502","Spring Willow Song","0","large","Munson, R.W.","munson-r-w","1983","Superbly formed, green throated, glistening lemon yellow flowers. Usually reblooms.","24","6","t","s","e,m","5.00","1","10"
"503","Stafford","0","large","Randall","randall","1959","Dark red, star shaped flower with yellow mid ribs. Popular old British cultivar.","28","6","d","d","m","3.50","1","10"
"504","Strawberry Fields Forever","0","large","Stamile","stamile","1997","This flower has a strawberry pink eye and edge on a lighter pink background around the green throat.","26","5","t","e","e,m","7.00","0","0"
"505","Strutter's Ball","0","large","Moldovan","moldovan","1986","A dark, violet purple that is well formed, floriferous and vigorous. A benchmark for this colour. ","28","6","t","d","m","5.00","0","0"
"506","Summer Wine","0","large","Wild","wild","1973","A clear grape purple flower with a greenish yellow throat that has remained popular.","24","6","d","d","m","4.00","1","10"
"507","Sunday Morning","0","large","Harris-Benz","harris-benz","1989","Glistening, ruffled lemon yellow blooms that are big, flat and round like plates.","24","6","t","d","m","5.50","1","10"
