"160","Designer Jeans","designer-jeans","0","large","Sikes","sikes","1983","A flower of light mauve pink with a darker eyezone and a yellow throat. Very floriferous when established.","34","7","t","d","m","5.00","1","10"
"161","Do You Know Doris","do-you-know-doris","0","large","Hansen, D.","hansen-d","2000","A soft coral pink here, really pretty in the heat of summer. Although registered as early, it flowers in July in our garden. ","22","6","t","s","e,m","8.50","0","0"
"162","Dominic","dominic","0","large","Williams","williams","1984","A velvety textured flower of the darkest red with a contrasting yellow throat. A strong and vigorous plant. ","30","6","t","s","m","4.50","1","10"
"163","Dorethe Louise","dorethe-louise","0","large","Peck","peck","1976","Big, wide yellow- green blooms that always attract attention in the garden.","28","7","t","d","m","4.00","1","4"
"164","Double Action","double-action","2018","large","Reinke","reinke","1992","A soft, pale yellow double that is very popular with garden visitors.","24","6","d","d","e,m","5.50","1","8"
"165","Dragon King","dragon-king","0","large","Kirchhoff, D.","kirchhoff-d","1992","A fine, deep,ruffled red flower with a large yellow green throat. Stunning in a clump.  ","22","6","t","e","e,m","6.50","1","10"
"166","Dream Awhile","dream-awhile","0","large","Brown, E.C.","brown-e-c","1981","A dreamy, soft pink self with a green throat. ","23","6","d","s","e,m","4.50","1","8"
"167","Dream Legacy","dream-legacy","0","large","Stamile","stamile","1995","A nice cream white flower with a wine red eyezone and a matching picotee edge.","26","5","t","d","m","5.00","0","0"
"168","Driving Me Wild","driving-me-wild","0","large","Stamile","stamile","1992","A lavender pink flower with a darker eye and a green throat. A fine gold edge is apparent in hot weather.","26","6","t","e","e,m","6.00","1","8"
"169","Earnest Yearwood","earnest-yearwood","0","large","Joiner","joiner","1989","Very large, pale apricot flower with a big green throat.  ","30","8","t","e","m","5.50","1","5"
"170","Earth Fire","earth-fire","0","large","Hager","hager","1989","A bright copper orange flower of triangular form. Always in demand.","25","5","t","d","e,m","6.00","0","0"
"171","Ed Brown","ed-brown","0","large","Salter","salter","1994","A stunning flower of pale pink with a heavy gold ruffled edge. Stout Medal winner 2006.","28","6","t","s","e,m","7.50","1","10"
"172","Edge Ahead","edge-ahead","0","large","Sellers","sellers","1993","Pale lavender pink,lightly ruffled flower with a darker eyezone and a green yellow throat.","28","6","t","d","m","5.50","1","10"
"173","Edge of Darkness","edge-of-darkness","2018","large","Stamile","stamile","1997","A striking lavender mauve flower with a bold purple eye and matching edge.","25","5","t","e","e,m","6.50","1","8"
"174","Edna Spalding","edna-spalding","0","large","Spalding","spalding","1962","Pale, clear, pink with a yellow green throat. Remains very popular.  ","24","5","d","d","e","3.50","1","5"
"175","El Desperado","el-desperado","0","large","Stamile","stamile","1991","Mustard yellow with a wine purple eye and matching edge. A highly acclaimed daylily which has won many awards in both the USA and Europe.","28","5","t","d","m,l","5.00","0","0"
"176","Elaine Farrant","elaine-farrant","0","large","Wyers, J.","wyers-j","2006","Raised and selected on the Isle of Wight and named after a special friend, this is a peachy pink flower with a yellow green throat.The scapes are tall and well branched.","39","5","t","d","m","5.50","1","5"
"177","Electric Marmalade Magic","electric-marmalade-magic","0","large","Kinnebrew, J.","kinnebrew-j","2001","A wonderfully ruffled orange flower.The colour becomes deeper around the throat.","24","6","t","s","e,m","10.00","0","0"
"178","Elizabeth Salter","elizabeth-salter","0","large","Salter","salter","1992","The ruffling on this melon pink flower extends right into the throat. Stout Medal winner in 2000 and still very popular.","22","6","t","s","m","6.50","1","10"
"179","Eloquent Silence","eloquent-silence","0","large","Salter","salter","1993","A pretty cream white flower with some ruffling on the petal edges, which are lightly touched with gold.","28","6","t","e","m","5.50","1","10"
"180","Emerald Dew","emerald-dew","0","large","Harris","harris","1980","A large, round and ruffled greenish yellow flower with a green throat and good fragrance.","28","7","t","d","e,m","5.00","1","10"
"181","Emily Jaye","emily-jaye","0","large","Harris","harris","1983","A near white flower with a green throat.","29","6","t","d","e,m","4.50","1","8"
"182","Emperor's Choice","emperors-choice","0","large","Benz","benz","1991","A beautiful lemon yellow flower which recurves and is extremely ruffled.","24","5","t","d","m,l","6.00","1","10"
"183","Emperor's Dragon","emperors-dragon","0","large","Munson, R.W.","munson-r-w","1988","A triangular flower of silvery lavender mauve with huge, bold raisin-plum eyezone.","26","5","t","e","m","5.50","1","10"
"184","Enchanting Blessing","enchanting-blessing","0","large","Spalding, W.","spalding-w","1983","A pale apricot peach and cream blend that could almost be carved out of wax.","19","5","d","e","m","5.00","1","6"
"185","English Cameo","english-cameo","0","large","Stamile","stamile","1996","A light cream peach flower with a green throat.","26","6","t","d","e,m","5.50","0","0"
"186","Entransette","entransette","0","large","Blyth","blyth","1981","A tall,stately daylily from Australia. Gives a wonderful show of plum wine flowers.","36","5","t","d","e","5.00","1","3"
"187","Erica Nicole Gonzales","erica-nicole-gonzales","0","large","Spalding-Guillory","spalding-guillory","1988","Lavender mauve flower with a darker eyezone and a green throat.","19","5","d","e","e,m","4.00","1","10"
"188","Eternal Blessing","eternal-blessing","0","large","Spalding","spalding","1971","An older near white with a pale green throat which flowers on short scapes, so best for front of border. Blooms profusely when established.","10","6","d","d","e,m","4.00","1","10"
"189","Evelyn Lela Stout","evelyn-lela-stout","0","large","Munson, R.W.","munson-r-w","1986","A gorgeous pastel apricot pink flower with a chartreuse heart.","24","6","t","e","e,m","5.50","1","10"
"190","Evening Enchantment","evening-enchantment","0","large","Stamile","stamile","1995","A fine, rich deep purple flower with a green yellow throat.","26","5","t","e","e,m","7.00","1","7"
"191","Ever So Ruffled","ever-so-ruffled","0","large","Stamile","stamile","1983","Deep yellow, green throated flowers of round and ruffled form. A superb daylily which always puts on a good show.  ","22","5","t","s","m","4.50","1","4"
"192","Exotic Love","exotic-love","0","large","Stevens-Seawright","stevens-seawright","1987","A bright golden yellow flower with a bold maroon eye. A partial picotee edge is apparent in hot weather.","30","5","t","d","m","4.00","1","8"
"193","Ezekiel","ezekiel","0","large","Talbott","talbott","1991","A sumptuous, black red double flower. One of the best and most consistent tetraploid doubles we have seen. ","28","5","t","e","m","7.00","0","0"
"194","Faberge","faberge","0","large","Munson, R.W.","munson-r-w","1986","A pretty orchid pink flower with a large chalky yellow throat.","20","5","t","e","m","5.00","1","8"
"195","Fairy Charm","fairy-charm","0","large","Jablonski","jablonski","1978","A perfectly formed, round and ruffled flower, which opens well in all weather conditions. Although registered as cream pink, in our cooler climate the colour is a soft creamy yellow.","26","5","d","d","e,m","4.00","1","8"
"196","Fairy Tale Pink","fairy-tale-pink","0","large","Pierce","pierce","1980","A beautifully ruffled melon pink flower, the pink becoming more pronounced in hot weather. Although registered as semi-evergreen, it tends to be dormant here. Stout Medal winner 1990. ","24","6","d","d","m","4.50","1","6"
"197","Fall Guy","fall-guy","0","large","Adams-Adams","adams-adams","1991","A glowing apricot flower with a darker throat and lighter midribs. Makes a spectacular clump.","34","5","t","e","m","5.00","1","8"
"198","Feather Down","feather-down","2018","large","Wild","wild","1981","Light cream with perhaps a hint of peach and a yellow green throat.","28","6","d","d","m,l","3.50","1","4"
"199","Femme Fatale","femme-fatale","0","large","Talbott","talbott","1985","A broad, creamy white flower with a large and showy purple eyezone and green throat. ","21","5","d","s","e","5.00","1","6"
"200","Femme Osage","femme-osage","0","large","Whatley","whatley","1985","This fine daylily has a large green throat which is the perfect foil to the melon- apricot base colour.","25","7","t","e","m","6.00","1","5"
"201","Ferengi Gold","ferengi-gold","0","large","Petit","petit","1994","Beautifully ruffled,bright yellow flower with a green throat. Flawless blooms from this multi award winner.","19","6","t","d","e,m","8.50","0","0"
"202","First Knight","first-knight","0","large","Salter","salter","1995","This beautiful creamy yellow flower is round and ruffled with a gold edge and green throat.","28","6","t","s","e,m","7.00","1","8"
"203","Fleeting Fancy","fleeting-fancy","2018","large","Salter","salter","1995","This outstanding cream-yellow flower has an enormous reddish bown eye.","28","6","t","e","m","7.00","1","8"
"204","Flower Pavilion","flower-pavilion","0","large","Kirchhoff, D.","kirchhoff-d","1985","A lovely double flowered pumpkin orange daylily.","28","5","d","s","m,l","4.50","1","8"
"205","Floyd Cove","floyd-cove","0","large","Stamile","stamile","1987","Rich yellow, green throated flowers with wide overlapping petals, giving a circular form.  ","21","5","t","d","m","5.00","1","6"
"206","Flying Saucer Blues","flying-saucer-blues","0","large","Lambertson","lambertson","2000","A cream lavender blend with a purple eye and edge above a large green throat.","22","6","t","s","e,m","8.50","0","0"
"207","Fooled Me","fooled-me","0","large","Reilly-Hein","reilly-hein","1990","A striking golden yellow flower with a deep red eyezone. A red picotee edge is formed in hot weather. Blooms for ages when established. Stout Medal winner 2005.","24","6","t","d","e,m","5.00","1","6"
"208","Forever Redeemed","forever-redeemed","2018","large","Carpenter, J.","carpenter-j","2003","This recurved red flower has a lighter red watermark halo around a huge yellow green throat.","25","6","t","d","e,m","9.00","1","6"
"209","Fortune's Dearest","fortunes-dearest","0","large","Morss","morss","1994","A grape purple flower with a white edge and a faint watermark halo around the chartreuse throat. A remarkable feature is that in warmer weather, the white edge develops distinct 'teeth'. ","25","6","t","e","e","8.00","1","5"
"210","Fragrant Pastel Cheers","fragrant-pastel-cheers","0","large","Klehm","klehm","1990","A cream yellow blend with a yellow to green throat. The ruffled petal edges are touched with gold.","38","6","t","d","m","4.50","1","6"
"211","Frans Hals","frans-hals","0","large","Flory","flory","1955","A hot bicolour in rust red with yellow- orange sepals in an open star shaped form. A classic daylily that remains popular.","24","5","d","d","m,l","3.50","1","7"
"212","French Connection","french-connection","0","large","Lytton","lytton","1999","This flower is a blend of lavender and plum purple with a chalky watermark halo and a yellow to green throat. Raised in the UK and an excellent performer.","27","6","t","s","m","5.00","1","7"
"213","French Pavilion","french-pavilion","0","large","Munson, R.W.","munson-r-w","1983","Rose pink with a faint chalky pink eyezone and a small yellow green throat.","26","6","t","e","m","4.50","1","6"
"214","French Porcelain","french-porcelain","0","large","Munson, R.W.","munson-r-w","1976","A smoky lilac lavender flower with a wine plum eyezone and a cream yellow throat.","30","7","t","s","e,m","4.50","1","7"
"215","Frills and Furbelows","frills-and-furbelows","0","large","Lytton","lytton","2005","A wonderfully ruffled apricot blend with a gold edge and green throat. Very floriferous. ","26","5","t","s","m","9.50","1","8"
"216","Frosted Encore","frosted-encore","0","large","Guidry","guidry","1989","Lavender flower with a faint purple halo around the green throat.","22","7","d","s","e","4.50","1","10"
"217","Frosty White","frosty-white","0","large","Guidry","guidry","1978","Creamy, near white with a green throat in the typical Guidry round and ruffled style.","20","6","d","e","e","4.00","0","0"
"218","Frozen Jade","frozen-jade","0","large","Sellers","sellers","1975","A wide flower of lemon yellow with a green throat. Excellent plant habits. ","28","6","t","d","m","4.50","1","10"
"219","Gemini","gemini","0","large","Moldovan","moldovan","1979","A light mauve pink flower with a narrow gold wire edge and a yellow green throat. Registered as a double but we have only seen single blooms.","26","5","t","s","m","5.00","1","4"
"220","Gentle Country Breeze","gentle-country-breeze","0","large","Klehm","klehm","1988","Pale, soft cream pink flower with a gold green throat.","23","6","t","d","m,l","4.50","1","10"
"221","Gentle Rose","gentle-rose","0","large","Stamile","stamile","1989","A large medium pink flower which is darker at the edges and has a light green throat.A beautiful daylily and a vigorous grower.","22","6","t","d","e,m","5.00","1","6"
"222","Gentle Shepherd","gentle-shepherd","0","large","Yancey","yancey","1982","Long renowned as being the whitest of the'near whites',this beauty is enhanced by a cool green throat.","28","6","d","s","m","4.50","1","6"
"223","Gentle Thoughts","gentle-thoughts","0","large","Lytton","lytton","2011","Ivory flower, overlaid in soft pink with yellow edging and a green throat.","26","5","t","s","e,m","12.00","1","4"
"224","George Cunningham","george-cunningham","0","large","Hall-DF","hall-df","1957","Melon-cream star shaped flower with a radiant golden throat.","36","5","d","d","m","3.00","1","8"
"225","Giant Moon","giant-moon","2018","large","Kraus","kraus","1956","A classic heritage daylily with large pale yellow flowers and some fragrance.","30","6","d","d","m","3.00","1","10"
"226","Glittering Treasure","glittering-treasure","0","large","Himmotu","himmotu","1981","A bright yellow self, allegedly very fragrant but unconfirmed as yet.","29","6","t","s","m","4.50","1","10"
"227","Gold Fever","gold-fever","0","large","Lytton","lytton","2003",,"26","5","t","s","e,m","9.00","1","6"
"228","Golden Firefly","golden-firefly","2018","large","Millikan, B.","millikan-b","1985","Beautifully formed, ruffled and recurved golden yellow flowers.","26","6","d","d","m","5.00","1","10"
"229","Golden Ginkgo","golden-ginkgo","2018","large","Griesbach-Klehm","griesbach-klehm","1979","Large lemon yellow flower with a green heart.","32","7","t","d","m","4.00","1","6"
"230","Golden Prize","golden-prize","0","large","Peck","peck","1968","Wide, bright gold, crepe textured flowers. A real 'golden oldie' which is always popular.","26","7","t","d","l","4.00","1","5"
"231","Golden Scroll","golden-scroll","0","large","Guidry","guidry","1983",,"19","6","d","d","e","4.50","1","6"
"232","Goldie Hicks","goldie-hicks","0","large","Durio","durio","1982","A huge, bright golden yellow flower with a green throat and some fragrance. ","30","7","t","e","e,m","5.00","1","5"
"233","Gothic Window","gothic-window","0","large","Hanson","hanson","1990","A violet purple blend with a chalky 'watermark' halo and a chartreuse throat.","26","6","t","s","m","6.00","1","7"
"234","Grace and Favour","grace-and-favour","0","large","Lytton","lytton","1999","A dark burgundy-red flower with a darker halo and a green throat. A painting of this flower was the logo for the Chelsea Flower Show 2008.","25","5","t","s","m","6.50","1","10"
"235","Graceful Eye","graceful-eye","0","large","Spalding, W.","spalding-w","1987","A beautiful rose lavender flower with a purple halo and green throat. An excellent performer when established.","21","6","d","e","e","5.00","1","7"
"236","Graceland","graceland","0","large","Morss","morss","1987","A smooth pastel blend of lavender and cream pink with a darker halo and a yellow green throat.","28","6","t","e","e","5.00","1","7"
"237","Grand Masterpiece","grand-masterpiece","0","large","Dove","dove","1984","A round and ruffled, dark reddish purple with a green throat.","21","5","d","d","e,m","4.50","1","10"
"238","Grand Palais","grand-palais","0","large","Munson, R.W.","munson-r-w","1987","A classic Munson purple with a large cream throat and characteristic chalky halo or 'watermark'.","24","6","t","s","m","5.00","1","10"
"239","Grape Vevet","grape-vevet","0","large","Wild","wild","1978","A rich grape purple flower with a green throat. Super colour.","24","5","d","d","m","4.00","1","3"
"240","Green Eyed Lady","green-eyed-lady","0","large","Millikan, B.","millikan-b","1985","A round and ruffled, lemon yellow flower with a green throat. Vigorous and floriferous, it makes a splendid display.","24","5","d","d","e,m","4.00","1","4"
"241","Green Fringe","green-fringe","0","large","Fay","fay","1974","A yellow, green influenced flower with fringed edges and a green throat.","27","7","t","d","m","3.50","1","10"
"242","Green Mystique","green-mystique","2018","large","Salter","salter","2002","Very ruffled, green influenced cream yellow flowers edged in green. The green effect is more pronounced in warmer weather.","27","6","t","e","e,m","7.50","1","8"
"243","Green Puff","green-puff","0","large","Spalding, W.","spalding-w","1977","Registered as canary yellow, this flower has a greenish cast and a green throat.","15","5","d","s","m","4.00","1","3"
"244","Groovy Green","groovy-green","0","large","Lankart","lankart","1979","A chartreuse yellow self with a green throat. One of the greenest daylilies we have seen.","24","6","d","s","e,m","4.50","1","6"
"245","Hail Mary","hail-mary","0","large","Moldovan","moldovan","1984","An impressive, deep pink with silver highlights in hot weather. Strong and sturdy plants.","24","6","t","d","e","9.00","1","6"
"246","Harbor Gate","harbor-gate","0","large","Carpenter, K.","carpenter-k","1985","A gorgeous pink flower with a lavender cast and a green throat. Always gets noticed.","26","6","d","d","e","6.00","0","0"
"247","Harvest Hue","harvest-hue","0","large","Millikan, B.","millikan-b","1986","A glowing blend of coppery red autumnal tints with a faint rose red halo and green yellow throat.","23","6","t","s","l","5.50","1","10"
"248","Heady Wine","heady-wine","0","large","Peck","peck","1982","A creamy pale pink flower with a mauve pink eyezone. A study in pastels.","22","6","t","d","m","4.00","1","10"
"249","Heavenly Treasure","heavenly-treasure","0","large","Reckamp-Klehm","reckamp-klehm","1978","A glowing apricot melon blend with a remarkable fringed edge.","30","6","t","d","e,m","5.00","1","10"
"250","Heirloom Lace","heirloom-lace","0","large","Wild ","wild","1963","Allegedly fragrant, soft butter yellow flowers that will happily tolerate afternoon shade.","32","6","d","d","m","3.00","1","5"
"251","Helle Berlinerin","helle-berlinerin","0","large","Tamberg","tamberg","1981","Pale Melon cream flower with a deeper yellow orange throat.Raised in Europe and an outstanding performer.  ","28","6","t","d","m","5.00","1","7"
"252","Hermitage Newton","hermitage-newton","0","large","Lambert","lambert","1983","Star shaped, very dark mahogany red with sepals edged in gold and a yellow green throat.","30","6","t","d","m","5.00","1","7"
"253","Hey There","hey-there","0","large","Peck","peck","1972","A large, crimson red flower with a velvety finish and a yellow green throat. The petals are edged in white.","27","7","t","d","m","4.00","0","0"
"254","High Tor","high-tor","0","large",,,"0","The tallest daylily we grow. Bright yellow trumpet shaped, sweetly scented flowers are held high on slender, graceful scapes. ","65","5","d","d","m","5.00","1","10"
"255","Highland Lord","highland-lord","0","large","Munson, R.W.","munson-r-w","1983","Although regarded as one of the finest red doubles in the USA, here it tends to remain single most of the time. Even so it is an excellent daylily producing an abundance of deep red blooms.","22","5","t","s","m,l","5.00","1","5"
"256","Homeward Bound","homeward-bound","0","large","Spalding, W.","spalding-w-","1976","A very large flower of light peach with a green throat.","17","8","d","e","m,l","5.00","1","6"
"257","Hortensia","hortensia","0","large","Branch","branch","1964","A bright yellow self with a green throat. Awarded the Stout Medal in 1972 and still popular with our visitors. ","34","5","d","d","m","4.00","1","7"
"258","Hot Wire","hot-wire","0","large","Stamile","stamile","1986","This hot orange daylily has been in our orange and purple border for some years and has performed really well.","30","6","t","e","m","4.50","1","10"
"259","House of Lords","house-of-lords","0","large","Moldovan","moldovan","1982","A strawberry red and pink bicolour with a deeper red eyezone and a yellow green throat.","28","6","t","s","m","5.00","1","5"
"260","Humdinger","humdinger","0","large","Joiner","joiner","1988","This is a huge yellow flower with lighter midribs and edges on the petals and a green throat.","27","8","t","e","e,m","6.00","1","10"
"261","Hymn","hymn","0","large","Dunbar","dunbar","1983","Rounded, well ruffled apricot melon blooms. A handsome daylily. ","24","6","t","e","e,m","5.00","1","4"
"262","Hyperion","hyperion","0","large","Franklin-Mead","franklin-mead","1924","Now in its' ninth decade this daylily, with trumpet shaped canary yellow flowers, is still widely grown.","36","6","d","d","m","4.00","1","10"
"263","Ice Planet","ice-planet","0","large","Hansen","hansen","1986","A large pale yellow to near white flower with a green throat.","28","7","d","e","e,m","4.50","1","10"
"264","Icy Lemon","icy-lemon","0","large","Brooks, B.","brooks-b","1990","A greenish yellow self with a green throat and slightly lighter midribs. Long flowering season. Highly recommended.","34","6","t","s","e,m","5.50","1","5"
"265","Ida Duke Miles","ida-duke-miles","0","large","Webster","webster","1984","A soft yellow self with a small green throat and waves of ruffles.","24","6","t","d","m","5.00","1","6"
"266","Ida Wimberly Munson","ida-wimberly-munson","0","large","Munson, R.W.","munson-r-w","1979","A very pretty, soft lilac pink flower with a creamy green throat. ","28","6","t","s","m","5.50","1","8"
"267","Ida's Magic","idas-magic","0","large","Munson, I.","munson-i","1988","A light purple lavender blend with a large green gold throat which is famed for its' heavy, gold ruffled edge. Much used in breeding but not a very good garden plant for our conditions, although on a good day it is awesome. Usually better on the rebloom. Stout Medal winner 2001.    ","28","6","t","e","e,m","6.00","1","6"
"268","Illini Jackpot","illini-jackpot","0","large","Varner","varner","1981","A tall, striking daylily with dark red flowers and a light green throat.We find it taller here than registered.","32","6","t","d","m","5.00","1","10"
"269","Impromptu","impromptu","0","large","Brooks, B.","brooks-b","1992","A nice light to medium purple flower with a yellow green throat.","27","6","t","s","e,m","5.00","1","6"
"270","Inca Puzzle","inca-puzzle","2018","large","Petit","petit","2003","This stunning rich purple flower is edged in creamy yellow and has a chalky watermark eye around a large cream yellow throat.","28","6","t","s","m","10.50","1","6"
"271","Inner View","inner-view","0","large","Morss","morss","1982","Pale lavender cream with a yellow halo and a green throat.","26","7","t","e","e","5.00","1","6"
"272","Inspired Word","inspired-word","0","large","Dove","dove","1979","A near white flower with the palest pink blush and a green throat.","24","6","d","s","m","4.50","1","10"
"273","Iridescent Jewel","iridescent-jewel","0","large","Hite","hite","1984","A deep lavender flower with a faint watermark eye and a green throat.","27","6","t","d","m","4.00","1","8"
"274","Iron Gate Glacier","iron-gate-glacier","0","large","Sellers","sellers","1971","Near white flower with a pale lemon influence and a green throat.","28","6","d","d","m","4.00","1","7"
"275","Irving Schulman","irving-schulman","0","large","Salter","salter","1992","A lavender blend with a narrow white edge and a watermark eyezone around a large green to yellow throat.","24","6","t","s","m","6.50","0","0"
"276","Isle of Dreams","isle-of-dreams","0","large","Morss","morss","1989","This exotic creamy white flower has a large feathery eyezone of violet purple. ","22","6","t","s","e,m","7.50","1","4"
"277","Isle of Wight","isle-of-wight","0","large","Trimmer","trimmer","2004","A heavily ruffled ivory cream flower with a green throat.","24","5","t","e","e","7.50","1","8"
"278","Islesworth","islesworth","2018","large","Stamile","stamile","1997","Gorgeous pale cream flower with a purple eye and matching picotee edge.","25","5","t","e","e,m","7.50","1","8"
"279","Ivory Coast","ivory-coast","0","large","Peck","peck","1988","A near white with a green throat out of 'Tetraploid Joan Senior' and 'White Tie Affair'.","25","6","t","d","m","5.00","1","8"
"280","James Marsh","james-marsh","0","large","Marsh-Klehm","marsh-klehm","1978","Large, ruffled, scarlet red self with a yellow green throat.","28","7","t","d","e,m","4.50","1","8"
"281","Jay Turman","jay-turman","0","large","Kirchhoff, D.","kirchhoff-d","1992","A well formed dark red flower with a gold throat.","31","6","t","e","e","5.50","1","5"
"282","Jedi Codie Wedgeworth","jedi-codie-wedgeworth","0","large","Wedgeworth","wedgeworth","1990","A pretty pastel pink with a maroon eyezone and a green throat.","26","6","d","s","e,m","6.00","1","5"
"283","Jedi Dot Pierce","jedi-dot-pierce","0","large","Wedgeworth","wedgeworth","1988","A rose pink beauty with a darker halo or shading around a yellow to green throat.","20","7","d","s","e,m","5.00","1","5"
"284","Jen Melon","jen-melon","0","large","Oaks","oaks","1987","A ruffled flower in a blend of cream yellow and melon. A great performer for the second half of the season.","26","5","d","d","m,l","5.00","0","0"
"285","Jerusalem","jerusalem","0","large","Stevens-Seawright","stevens-seawright","1983","A heavily ruffled,shining gold flower with a small green throat. Needs warm weather to perform at its best and then puts on a splendid display.","28","5","t","d","m","5.00","1","10"
"286","Joan Senior","joan-senior","0","large","Durio","durio","1977","This is the legendary near white that Jan first saw and loved which led to our collection of daylilies.","25","6","d","s","e,m","4.50","1","4"
"287","Jock Randall","jock-randall","0","large","Peck","peck","1970","An unusual and attractive colour blend of red, pink and rose with a green yellow throat. A large handsome daylily with flowers that fresh all day long regardless of the weather. Registered as evergreen but dormant to semi-evergreen here.","29","6","t","e","m","4.00","1","4"
"288","Jolly Lad","jolly-lad","0","large","Spalding, W.","spalding-w","1980","A ruffled apricot pink flower with a deeper pink eyezone and a striking green throat. Registered as evergreen but is semi evergreen here.","17","6","d","s","e,m","5.50","0","0"
"289","Jolyene Nichole","jolyene-nichole","0","large","Spalding, W.","spalding-w","1984","A well ruffled, glowing rose pink flower with deeper pink veins. Blooms are well presented on low growing scapes. Semi-evergreen to dormant here rather than evergree as registered. ","14","6","d","s","m","5.00","1","8"
"290","Journey's End","journeys-end","0","large","Crowell-Williamson","crowell-williamson","1974","A fine near white with a lemon yellow throat. The petals are lightly ruffled and creped in texture.","16","5","d","s","e","4.00","1","6"
"291","Jovial","jovial","0","large","Gates","gates","1986","A rich, wine red with elegantly ruffled, wide, rounded petals and a yellow green throat. One of the very best in this colour class..","20","5","t","s","e","5.00","1","10"
"292","Joyful Occasion","joyful-occasion","0","large","Spalding, W.","spalding-w","1976","Beautiful deep pink flower with a green throat. Multiple award winner.","20","6","d","s","m","5.00","0","0"
"293","Juanita's Picotee Delight","juanitas-picotee-delight","2018","large","Young, J.","young-j","1991","Shrimp pink with a bold maroon eyezone and matching picotee edge.","26","6","d","s","e,m","5.00","1","10"
"294","Judah","judah","0","large","Harris","harris","1979","Striking gold to orange ruffled flowers with bronze highlights and yellow midribs. A reliable and floriferous daylily that is always popular.","29","6","t","d","m","5.00","1","7"
"295","June Wine","june-wine","0","large","Peck","peck","1976","Lavender pink with a red-purple eyezone and matching edge.","28","6","t","d","m","4.50","1","5"
"296","Jungle Beauty","jungle-beauty","0","large","Apps","apps","1990","A black red flower with a faint black eyezone and a yellow green throat.","30","6","d","d","m","6.00","1","7"
"297","Just Celebrate","just-celebrate","0","large","Yancey","yancey","1986","A chartreuse influenced near white with a green throat. Flower slightly reflexed.","30","6","d","s","m","5.00","1","8"
"298","Kate Carpenter","kate-carpenter","0","large","Munson, R.W.","munson-r-w","1980","A cream pink flower of smooth texture with a cream throat. A multiple award winner, including Stout Medal runner up.","28","6","t","e","e,m","4.50","1","10"
"299","Kathleen Salter","kathleen-salter","0","large","Salter","salter","1989","A beautifully formed , lemon yellow flower with large looping ruffles and a small green throat.","28","6","t","s","e,m","6.50","1","10"
"300","Kazuq","kazuq","2018","large","Jinkerson","jinkerson","1986","A near white,cream flower with a greenish yellow throat.","26","5","d","e","m,l","5.00","1","5"
"301","Kecia","kecia","2018","large","Munson, R.W.","munson-r-w","1977","Round and ruffled cream yellow flowers held on stocky, well branced scapes. Usually reblooms here. ","28","6","t","e","e,m","4.50","1","10"
"302","Kelly's Girl","kellys-girl","0","large","Spalding","spalding","1983","A gorgeous, ruffled and recurved coral pink blend with a large green throat.","19","6","d","e","m","4.50","0","0"
"303","Killer Purple","killer-purple","0","large","Carpenter-Glidden","carpenter-glidden","1985","This dark purple flower has a slight silvery sheen and a green throat. A favourite here and a great season extender.","21","5","d","s","l","5.00","1","5"
"304","Kiowa Sunset","kiowa-sunset","0","large","Guidry","guidry","1990","An interesting colour blend of coppery pink, with a green to yellow throat and a bronze-red and pink eyezone.Registered as extra early but it flowers later here.","23","5","d","e","e,m","6.00","0","0"
"305","La Peche","la-peche","0","large","Munson, R.W.","munson-r-w","1976","A delightful peach melon blend that is often asked for by visitors.","24","6","t","s","e,m","4.50","1","4"
"306","Lady Liz","lady-liz","0","large","Lachman","lachman","1983","A large lavender-pink flower with a white halo and a lime green throat.","28","7","d","d","m,l","5.00","1","6"
"307","Lauradell","lauradell","0","large","Millikan, B.","millikan-b","1989","Apple blossom pink with lighter midribs and a green throat.","25","5","d","d","m,l","4.00","1","5"
"308","Lauren Leah","lauren-leah","0","large","Pierce","pierce","1983","An exquisite flower of palest pink with ruffled edges and a green throat.","18","6","d","d","e,m","5.50","1","3"
"309","Lavender Bonanza","lavender-bonanza","0","large","MacMillan-Lankart","macmillan-lankart","1965","A pretty oldie, this is a mauve pink flower with lighter midribs and a yellow green throat.","30","6","d","s","e,m","4.50","1","8"
"310","Lavender Memories","lavender-memories","0","large","Stamile","stamile","1990","A fine lavender flower of round and ruffled form. Very popular due its colour.","23","6","t","s","e,m","5.00","1","7"
"311","Lavender Stardust","lavender-stardust","2018","large","Carpenter, J.","carpenter-j","1991","A very pretty deep lavender pink blend with a green throat.","26","6","d","d","m,l","6.00","1","6"
"312","Lavender Tonic","lavender-tonic","0","large","Spalding, W.","spalding-w","1983","This pretty, ruffled flower is a lavender pink blend with a green throat.","17","5","d","e","m","4.50","0","0"
"313","Leading Edge","leading-edge","2018","large","Peck","peck","1989","Large golden apricot blooms of ruffled and pleated form.","24","7","t","d","m","5.00","1","8"
"314","Lenox","lenox","0","large","Munson, R.W.","munson-r-w","1984","An immaculate flower of ivory cream with a cool green throat. Top quality.","24","6","t","e","m","5.50","1","7"
"315","Leonard Bernstein","leonard-bernstein","0","large","Kirchhoff, D.","kirchhoff-d","1991","A round, slightly recurved, bright red flower with a green throat.","26","6","t","e","e,m","7.00","1","5"
"316","Lime Frost","lime-frost","0","large","Stamile","stamile","1990","Green influenced near white flower with a green throat. One of the whitest and always in demand.","27","6","t","d","l","6.50","1","8"
"317","Little Deeke","little-deeke","0","large","Guidry","guidry","1980","Ruffled orange-gold with bronze overlay and veins and olive green throat.","20","5","d","e","e","4.00","1","10"
