46,Beijing,beijing,2019,1,"Munson, R.W.",munson-r-w,1987,Very ruffled flowers of pale pastel pink.,24,5,2,2,m,5,1,7
47,Bela Lugosi,bela-lugosi,2019,1,Hanson,hanson,1995,A deep reddish purple flower with a green yellow throat.,33,6,2,2,m,6.5,1,4
48,Beloved Deceiver,beloved-deceiver,2019,1,Salter,salter,1996,Creamy white flower with a large pink-red eyezone and a green throat.,24,4.5,2,1,"m,l",6.5,1,10
49,Ben Adams,ben-adams,2019,1,Salter,salter,1994,A beautiful creamy yellow ruffled flower with a green throat. More cream than yellow when it is warm weather and vice versa when cool.,25,5.5,2,3,"e,m",6.5,1,10
50,Benchmark,benchmark,2014,1,"Munson, R.W.",munson-r-w,1980,A mauve lavender flower with pearly white midribs and a cream chartreuse throat. It is lightly ruffled and slightly triangular in form.,30,6,2,1,m,5,1,5
51,Berlin Red,berlin-red,2014,1,Tamberg,tamberg,1983,A bright red flower with a yellow throat. A good strong daylily that always performs well here. ,30,6,2,3,m,4.5,1,10
52,Berlin Tallboy,berlin-tallboy,2014,1,Tamberg,tamberg,1989,Pale orange flower with a deeper halo. Very tall scapes.,72,6,2,3,m,6,0,0
53,Bernard Thompson,bernard-thompson,2019,1,Coe,coe,1969,Bright golden orange blooms held aloft on tall scapes. Bred and raised in UK.,38,5,1,1,"m,l",4,1,6
54,Bette Davis Eyes,bette-davis-eyes,2014,1,"Kirchhoff, D.",kirchhoff-d,1982,A buff pink flower with a grape purple eyezone and a yellow green throat.,23,5.5,1,1,e,4,1,10
55,Betty Benz,betty-benz,2019,1,Harris-Benz,harris-benz,1987,Beautiful cream pink flower with a bright green throat.,32,6,1,3,m,6,1,6
56,Betty Jenkins,betty-jenkins,2014,1,Wilson,wilson,1989,An exquisitely beautiful rich pink ruffled flower. It would be even better if it was just a couple of inches taller.,22,7,1,2,"e,m",6,0,0
57,Betty Warren Woods,betty-warren-woods,2014,1,"Munson, R.W.",munson-r-w,1987,"An immaculate,very ruffled cream yellow flower with lemon highlights and a small green throat. Often reblooms.",24,4.75,2,1,"e,m",7.5,1,7
58,Betty Woods,betty-woods,2014,1,"Kirchhoff, D.",kirchhoff-d,1980,Vivid golden yellow double flowers. Long season of bloom when established. Stout Medal winner 1991,26,5.5,1,3,e,5,1,1
59,Big Apple,big-apple,2019,1,Sellers,sellers,1986,Cerise red flower with a prominent white to green throat.,26,5,1,2,"e,m",4.5,1,9
60,Big Bird,big-bird,2019,1,Griesbach-Klehm,griesbach-klehm,1978,"Quite a tall yellow daylily with a large unusual flower. An open, airy form, the flowers seem to float above the foliage.",34,7,2,3,"e,m",5,1,6
61,Big Blue,big-blue,2019,1,Stamile,stamile,1998,"A large , very ruffled flower of lavender pink with a yellow green throat.",24,6.5,2,3,m,6.5,1,8
62,Big Snowbird,big-snowbird,2019,1,"Millikan, B.",millikan-b,1990,A ruffled near white flower with a chartreuse throat.,28,6,1,3,m,6,1,8
63,Bill Norris,bill-norris,2014,1,"Kirchhoff, D.",kirchhoff-d,1993,"Exquisitly formed, beautifully ruffled flowers of bright golden yellow.Stout Medal winner 2002. AVAILABLE SEPTEMBER.",29,5,2,2,"e,m",6,0,0
64,Birthday Honours,birthday-honours,2019,1,Lytton,lytton,2008,"A superb, ruffled deep scarlet flower with a green throat. One of the best reds.",25,5,2,3,"e,m",9.5,1,10
65,Black Adder,black-adder,2014,1,"Wyers, J.",wyers-j,2006,"A very dark red, or 'near black' flower with a yellow throat. Raised on the Isle of Wight.",42,5,2,2,m,8.5,1,4
66,Black Ambrosia,black-ambrosia,2014,1,Salter,salter,1991,A very dark purple with a green throat surrounded by an almost black halo.,28,5,2,2,m,6.5,1,8
67,Black Eye,black-eye,2014,1,Goldner,goldner,1984,A mauve pink flower with a deep purple eyezone.,30,5,2,3,m,4.5,1,5
68,Black Magic,black-magic,2019,1,Douglas,douglas,1949,A real old classic daylily in very dark red. Still popular.,38,5,1,3,"m,l",3,1,8
69,Blessed Again,blessed-again,2014,1,Benz,benz,1989,An ivory cream flower with lighter midribs and a green throat.,24,4.5,2,3,m,5,1,8
70,Blessing,blessing,2014,1,Applegate,applegate,1989,This delightful rose and cream bitone has darker pink veins and a yellow to green throat.,22,5.25,1,2,m,6.5,0,0
71,Blizzard Bay,blizzard-bay,2019,1,Salter,salter,1995,"One of the best 'near whites ' available, this flower has a narrow gold edge and a yellow to green throat.",28,6,2,2,l,7,1,3
72,Blonde is Beautiful,blonde-is-beautiful,2014,1,Harris-Benz,harris-benz,1985,"A full,ruffled, light creamy lemon yellow flower with a green throat.",28,6,2,2,m,4.5,1,10
73,Blood Spot,blood-spot,2019,1,"Millikan, B.",millikan-b,1983,A good blood red flower with a darker eye and a green yellow throat. A neat flower that shows up later in the summer.,25,4.5,2,2,"m,l",5,1,6
74,Blue Happiness,blue-happiness,2014,1,"Spalding, W.",spalding-w,1977,A ruffled pink beauty with a silky appearance. The colour deepens towards the petal edges and there is a faint darker halo around the yellow green throat.,21,7,1,2,e,5.5,0,0
75,Blushing Angel,blushing-angel,2014,1,Wild,wild,1972,A light lemon yellow flower with pink edges to both the sepals and petals. The flowers have a green throat and almost white midribs. This daylily may be old but it produces masses of flowers as the scapes (stems)are branched like a tree making it a valuable asset for breeders as well as a good garden plant. It is seldom offered for sale in the U.K.,26,5.5,1,3,m,4,1,1
76,Bonanza,bonanza,2014,1,Ferrick,ferrick,1954,"An old favourite, this distinctive orange-yellow flower has a strong maroon eyezone.",34,5,1,3,m,3,1,10
77,Booger,booger,2019,1,Durio,durio,1985,"This large pink flower has pearly white midribs, a small green yellow throat and is edged with piecrust ruffling.",26,6.5,2,1,"e,m",5.5,1,5
78,Borgia Queen,borgia-queen,2019,1,"Munson, R.W.",munson-r-w,1986,A ruffled and slightly recurved flower of silvery mauve pink with a deep mauve eyezone and a lemon to green throat.,26,5,2,1,"m,l",6,1,5
79,Boulderbrook Serenity,boulderbrook-serenity,2014,1,Elliot,elliot,1988,"A large ,gently ruffled, radiant golden yellow flower with an olive green throat. A great performer here.",18,7,1,2,m,6.5,1,8
80,Brand New Lover,brand-new-lover,2014,1,Brooks,brooks,1988,"Round, flat coral rose bitone with a narrow rouged halo and delicate gold edging on the petals. Good rebloom.",28,5,2,2,"e,m",4.5,0,0
81,Bright Beacon,bright-beacon,2014,1,Joiner,joiner,1990,An intriguing copper brown blend with a dark olive green throat.An attractive and unusual colour that draws attention.,30,6,1,1,m,5,1,4
82,Bright Spangles,bright-spangles,2014,1,Baker,baker,1956,An attractive colour combination of red dusted with gold. A tall plant and aptly named.,42,5,1,3,"e,m",4,1,10
83,Brocaded Gown,brocaded-gown,2014,1,"Millikan, B.",millikan-b,1979,A beautifully ruffled and frilly creamy lemon yellow flower. Stout Medal winner 1987.,26,6,1,2,"e,m",4.5,1,8
84,Bubbling Brown Sugar,bubbling-brown-sugar,2014,1,Weston,weston,1987,A yellow cinnamon blend with a brown eyezone and a yellow green throat.,27,5.5,2,3,m,5,1,9
85,Burmese Buddah,burmese-buddah,2019,1,"Munson, R.W.",munson-r-w,1984,"A broad, ruffled golden yellow flower of good substance.",32,6,2,1,"e,m",5,1,8
86,Burning Inheritance,burning-inheritance,2019,1,Salter,salter,1994,A large red flower with whitish midribs. Later blooms are more orange red.,28,6,2,2,m,5.5,1,10
87,Bursting Bubble,bursting-bubble,2019,1,"Shooter, E.",shooter-e,1998,A cream pink blend with a faint lavender rose eye and a light green throat.,28,6,1,2,m,5,1,8
88,Buzz Bomb,buzz-bomb,2014,1,Hall,hall,1961,A vibrant red flower with an orange influence which really stands out in the garden. Available September.,24,4.75,1,3,"e,m",4,0,0
89,By Myself,by-myself,2019,1,Peck,peck,1971,"A large, light gold self. An award winner and a real 'Golden Oldie'.",32,6.5,2,3,m,4,1,6
90,Cabbage Flower,cabbage-flower,2014,1,"Kirchhoff, D.",kirchhoff-d,1984,An award winning pastel yellow double flower which has proved to be consistent her. Registered as extra early but we find it blooms a bit later.,17,4.5,1,1,e,5.5,1,10
91,California Sunshine,california-sunshine,2019,1,"Chesnik, J.",chesnik-j,1985,"Bright yellow self, as the name suggests.",33,6.5,2,2,"e,m",5,1,8
92,Caliphs Robes,caliphs-robes,2019,1,"Munson, R.W.",munson-r-w,1981,A mauve flower with a plum eyezone and a yellow throat. The sepals are paler than the petals.,28,6,2,1,m,4.5,1,8
93,Call Girl,call-girl,2019,1,Peck,peck,1980,"Frilly, round and ruffled flowers from 'Dance Ballerina Dance' breeding. The colour is a sparkling melon to apricot.",27,6,2,3,m,4.5,1,6
94,Cameroons,cameroons,2014,1,"Munson, R.W.",munson-r-w,1984,This distinctive daylily is a rich claret purple colour with a chalky pink watermark eyezone and a yellow to green throat. Sepals twist and curl attractively,28,5,2,2,m,6,1,9
95,Canadian Border Patrol,canadian-border-patrol,2014,1,Salter,salter,1995,Ivory cream with a purple eyezone and edge. One of the best picotee edged daylilies.,28,6,2,2,"e,m",7.5,0,0
96,Candor,candor,2014,1,Whatley,whatley,1988,"A majestic, ruffled, creamy white of good substance with a large green throat. Rarely offered for sale.",28,6,2,2,m,6.5,1,6
97,Cantique,cantique,2014,1,Bryant,bryant,1986,"A fine, clear pink flower with a tiny green throat. A daylily that deserves wider recognition.",22,5.25,1,3,m,4,1,2
98,Cape Cod,cape-cod,2019,1,Wild,wild,1970,"A deep, wine red flower with a tangerine throat.",34,4.5,1,3,"e,m",4,1,9
99,Caribbean Frank League,caribbean-frank-league,2019,1,Talbott,talbott,1993,"A very dark, almost black, red flower with an even darker black-red eyezone and an emerald green throat.",24,5,2,1,m,6,1,9
100,Carlotta,carlotta,2014,1,"Millikan, B.",millikan-b,1986,A round and ruffled cherry red and pink blend.,25,4.5,1,2,"e,m",5,1,8
101,Carrot,carrot,2019,1,"Brown, E.W.",brown-e-w,1985,A carrot orange flower with lighter midribs.,25,5.5,2,3,m,4.5,1,8
102,Cartwheels,cartwheels,2014,1,Fay,fay,1956,"Deep yellow flowers, the segments of which resemble the spokes of a wheel. An historic cultivar which was awarded the Stout Medal in 1966 ",30,5,1,3,m,2.5,1,10
103,Casino Gold,casino-gold,2019,1,Brooks,brooks,1991,"Another good one from Bob Brooks, this sunny yellow gold flower is a sibling to 'Icy Lemon'.",32,5.5,2,2,m,5.5,1,9
104,Catherine Neal,catherine-neal,2014,1,"Carpenter, J.",carpenter-j,1981,Stunning deep purple flowers of round and ruffled form. Not as late blooming here as registered but usually mid-late.,30,6,1,3,"m,l",4,1,6
105,Catherine Woodbery,catherine-woodbery,2014,1,Childs,childs,1967,"An ethereal blend of lavender, pink and cream with a pale green throat. Delicate looking and graceful.",30,6,1,3,"m,l",4,1,9
106,Caviar,caviar,2014,1,Moldovan,moldovan,1984,A very dark maroon red with a small yellow green throat.,26,5,2,3,m,4,1,10
107,Celestial City,celestial-city,2014,1,Moldovan,moldovan,1990,A pastel ivory flower brushed with pale lavender and edged in white.,23,5.75,2,1,e,5,1,3
108,Celestial Eyes,celestial-eyes,2019,1,Lambertson,lambertson,2000,"A blend of cream,peach and pink with a stunning slate violet eye and matching edge.",24,6,2,2,"e,m",10,1,8
109,Challenger,challenger,2019,1,Stout,stout,1949,"A tall, dark red daylily which was part of Dr Stout's pioneering work with this colour. ",48,5,1,1,m,4,1,6
110,Chance Encounter,chance-encounter,2014,1,Stamile,stamile,1994,"An attractive and unusual shade of pink, registered as a raspberry rose blend. Petals are ruffled with a hint of a fine gold edge. Really stands out from the crowd.",25,6,2,3,"e,m",9,0,0
111,Charles Johnston,charles-johnston,2014,1,Gates,gates,1983,"A rounded, lightly ruffled cherry red flower with a slight bluish cast and a yellow green throat.",24,6,2,2,"e,m",4,1,5
112,Charlie Pierce Memorial,charlie-pierce-memorial,2014,1,Pierce,pierce,1987,A round and ruffled mauve-lavender flower with a purple eye and a green throat.,24,6,1,2,"e,m",5,1,8
113,Cherry Cheeks,cherry-cheeks,2014,1,Peck,peck,1968,A deep cherry pink flower with a cream throat and contrasting black anthers.,28,6,2,3,"m,l",3,1,2
114,Cherry Eyed Pumpkin,cherry-eyed-pumpkin,2014,1,"Kirchhoff, D.",kirchhoff-d,1991,A pumpkin coloured flower with a red eye. Flowers sometimes triangular in shape instead of round.,28,5.75,2,2,e,5,1,9
115,Chestnut Lane,chestnut-lane,2014,1,Blyth,blyth,1981,"An eyecatching daylily from Australia. Tall and stately, the flower is golden-brown with a rich chestnut eyezone and a gold throat.",36,6,2,1,"e,m",4,0,0
116,Chestnut Mountain,chestnut-mountain,2019,1,Salter,salter,1989,A ruffled flower of light golden yellow overlaid with tan.,24,5.5,2,1,"e,m",7.5,1,5
117,Chicago Antique Tapestry,chicago-antique-tapestry,2014,1,Marsh-Klehm,marsh-klehm,1985,This rose pink flower has darker veining and a texture that imparts a slightly stippled effect.,28,5.5,2,3,m,5.5,1,4
118,Chicago Apache,chicago-apache,2014,1,Marsh,marsh,1981,A ruffled flower of deep scarlet. One of the most popular reds and an excellent performer.,27,5,2,3,m,4,1,5
119,Chicago Fire,chicago-fire,2014,1,Marsh,marsh,1983,"Fiery, orange red flowers in abundance.",34,6,2,2,m,4,1,4
120,Chicago Knobby,chicago-knobby,2014,1,Marsh,marsh,1974,A light purple flower with a deeper centre and tightly ruffled edges. ,22,6,2,2,"e,m",4,1,10
121,Chicago Picotee Memories,chicago-picotee-memories,2014,1,Marsh-Klehm,marsh-klehm,1987,A creamy white flower with a vivid purple eyezone and matching picotee edge. Still one of the best eyed and edged daylilies for our climate.,30,5.5,2,3,"e,m",5.5,1,5
122,Chicago Queen,chicago-queen,2014,1,Marsh,marsh,1974,Mauve-purple flowers are produced in abundance on this fine garden plant. A favourite here.,28,7,2,2,m,4,1,4
123,Chicago Royal,chicago-royal,2014,1,Marsh,marsh,1970,Large flowers of a rich plum purple. Taller here than registered. ,24,7,2,2,m,3.5,1,4
124,Chicago Royal Robe,chicago-royal-robe,2014,1,Marsh,marsh,1977,A reddish purple flower with a green throat that remains popular.,25,5.5,2,2,e,3.5,1,10
125,Chicago Silver,chicago-silver,2019,1,Marsh,marsh,1973,"This flower is mauve with a thin silver edge, a purple halo and a green throat. ",30,6,2,2,m,4.5,1,6
126,Chicago Sugarplum,chicago-sugarplum,2014,1,Marsh-Klehm,marsh-klehm,1980,A striking purple lavender blend which has a darker halo with perhaps a touch of blue.,20,6,2,3,"e,m",5,1,6
127,Chicago Sunrise,chicago-sunrise,2014,1,Marsh,marsh,1969,Many broad petalled flowers of bright egg-yolk yellow. ,28,6,2,1,m,3.5,1,8
128,China Bride,china-bride,2014,1,Guidry,guidry,1989,"A study in pink,this bitone has rose pink petals and ceam pink sepals.",24,6,1,1,e,5.5,1,9
129,China Lake,china-lake,2019,1,"Munson, R.W.",munson-r-w,1982,"A stunning, mauve influenced, purple flower with a cream yellow throat. Sometimes reblooms as a bonus. ",28,6,2,2,m,6,1,6
130,Chinese Cloisonne,chinese-cloisonne,2019,1,"Munson, I.",munson-i,1984, An ivory peach flower enhanced by a slate violet eye and gold throat.,26,5,2,1,"e,m",6.5,1,6
131,Chinese Temple Flower,chinese-temple-flower,2019,1,"Munson, I.",munson-i,1980,Deep mauve pink with a large cream throat surrounded by a narrow purple band.,26,5,2,1,"e,m",6,1,8
132,Chocolate Splash,chocolate-splash,2019,1,Shooter,shooter,1995,"Dark red flowers with a black-purple influence, a darker eye and a green throat",32,5,2,2,m,6,1,10
133,Christmas Is,christmas-is,2014,1,Yancey,yancey,1979,Brilliant scarlet flower with a huge lime green throat,26,4.5,1,3,"e,m",4,1,8
134,Ciarra Vonnie,ciarra-vonnie,2019,1,Reinke,reinke,1994,A salmon gold blend with a striking burgundy eyezone and a green yellow throat.,30,6.5,1,2,m,5,1,10
135,Civil Law,civil-law,2014,1,"Millikan, B.",millikan-b,1990,Ruffled flowers that are a blend of cream and greenish yellow.,26,4.5,1,2,m,4,1,10
136,Civil Rights,civil-rights,2019,1,"Millikan, B.",millikan-b,1988,Pale yellow green flower with a deep green throat.,28,4.5,1,2,m,4,1,7
137,Classic Edge,classic-edge,2019,1,Stamile,stamile,1998,Mauve pink with a purple eye and edge and a yellow to green throat.,26,5.5,2,1,m,8,1,7
138,Comanche Eyes,comanche-eyes,2014,1,Guidry,guidry,1985,A pink and cream bicolour with a rose eyezone and a yellow throat.,24,6,1,1,e,5,1,8
139,Concord,concord,2014,1,Kennedy,kennedy,1985,"This flower is a most attractive and unusual mauve purple colour, described as mulberry rose. The form is round, ruffled and recurved. Very rare.\r\n*Although registered as evergreen, we have found it to be dormant here.",30,5.5,2,1,m,6,0,0
140,Condilla,condilla,2014,1,Grooms,grooms,1977,Impeccable double flowers of pure gold (that's the colour !) from this award winner.,20,4.5,1,3,"e,m",4.5,1,6
141,Cool Jazz,cool-jazz,2014,1,"Kirchhoff, D.",kirchhoff-d,1987,Pristine shell pink flowers with wide ruffled petals. In hot weather sepals are a lighter cream pink.,28,5.5,2,1,"e,m",4,1,8
142,Corinthian Pink,corinthian-pink,2019,1,Stamile,stamile,1996,A very large pink flower with a narrow rose pink eye and a yellow green throat.,26,7.25,2,3,"e,m",7,1,9
143,Country Melody,country-melody,2014,1,Klehm,klehm,1987,A delightful rich rose pink flower with a soft yellow halo. The form is round with neat ruffled edges on the petals.,30,5.5,2,3,m,4,1,4
144,Court Magician,court-magician,2014,1,"Munson, R.W.",munson-r-w,1987,A wide ruffled flower of lavender purple with a chalky cream eyezone and a yellow to green throat.,26,5,2,1,"e,m",5.5,1,8
145,Crayola Violet,crayola-violet,2019,1,Stamile,stamile,1990,"A rounded,violet purple flower with a green throat.",27,5,1,3,m,5,1,8
146,Dallas Star,dallas-star,2019,1,"Ferris, R.",ferris-r,1976,"A mauve to lilac, star shaped flower with a green throat. ",28,6.5,1,2,m,5,1,8
147,Dan Tau,dan-tau,2014,1,"Smith, W.H.",smith-w-h,1981,"Cream suffused with green, which extends out from the throat. ",24,6,1,2,e,5,1,5
148,Dance Ballerina Dance,dance-ballerina-dance,2014,1,Peck,peck,1976,Apricot pink with frills and ruffles. A milestone in breeding round and ruffled flowers.,24,6,2,3,m,4,1,9
149,Dance Fever,dance-fever,2019,1,Hite,hite,1981,An orange flower with nicely ruffled edging.,25,5,2,3,"e,m",4.5,1,10
150,Dancing Shiva,dancing-shiva,2014,1,Moldovan,moldovan,1974,A medium pink flower with a green yellow throat.,22,5,2,3,e,4,1,5
151,Daring Dilemma,daring-dilemma,2019,1,Salter,salter,1992,A mauve pink flower with a plum eye and matching edge.,24,5,2,2,m,5,1,6
152,Daring Reflection,daring-reflection,2014,1,Guidry,guidry,1986,"This dark, wine purple blend has a deeper shadow around the lime green throat. Flowers open early and hold up well throughout the day.",17,6,1,3,"e,m",4.5,1,10
153,Darrell,darrell,2014,1,Durio,durio,1981,A big beautiful flower of light creamy yellow with a green throat.,26,7,2,1,"e,m",5,1,10
154,David Kirchhoff,david-kirchhoff,2019,1,Salter,salter,1992,"Rich purple, ruffled flower edged in white with a green throat.",26,5.5,2,2,"m,l",6.5,1,8
155,Delicate Design,delicate-design,2019,1,Ferguson,ferguson,1980,A fascinating pale yellow flower with red-violet edging and matching halo. The markings can vary in intensity.,28,6,2,3,e,5.5,1,10
156,Delghtsome,delghtsome,2014,1,Sikes,sikes,1986,"Round and ruffled, clear pink blooms of silky smooth texture. One of our favourite pinks. ",16,4.75,1,3,m,5,1,8
157,Deloris Gould,deloris-gould,2019,1,Gould,gould,1992,"Rich, deep yellow with wide ruffled petals and a green throat.",25,5,2,2,"e,m",5,1,10
158,Designer Gown,designer-gown,2014,1,Sikes,sikes,1982,"This pretty lavender-pink flower has a purple eyezone, a narrow purple edge and a yellow green throat. ",29,6,2,3,m,4,1,6
159,Designer Jeans,designer-jeans,2019,1,Sikes,sikes,1983,A flower of light mauve pink with a darker eyezone and a yellow throat. Very floriferous when established.,34,6.5,2,3,m,5,1,10
